Subject,"Start Date","All Day Event",Description,Private
"Міжнародний день героїв боротьби проти тоталітаризму",2022-05-25,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-gerojiv-borotbi-proti-totalitarizmu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день товару",2022-05-26,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-tovaru'  >Дивитись на сайті Smeshinki</a>",0
"Річниця битви під Корсунем",2022-05-26,1,"<a href='https://smeshinki.net/holiday/richnicya-bitvi-pid-korsunem'  >Дивитись на сайті Smeshinki</a>",0
"День «Міжнародної амністії»",2022-05-28,1,"<a href='https://smeshinki.net/holiday/den-mizhnarodnoji-amnistiji'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день дій за здоров’я жінок",2022-05-28,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-diy-za-zdorov-ya-zhinok'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день миротворців ООН",2022-05-29,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-mirotvorciv-oon'  >Дивитись на сайті Smeshinki</a>",0
"День міста Київ",2022-05-29,1,"<a href='https://smeshinki.net/holiday/den-mista-kijiv'  >Дивитись на сайті Smeshinki</a>",0
"День степу в Україні",2022-05-30,1,"<a href='https://smeshinki.net/holiday/den-stepu-v-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день обіймів вашої кішки",2022-05-30,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-obiymiv-vashoji-kishki'  >Дивитись на сайті Smeshinki</a>",0
"День народження велосипедного спорту",2022-05-31,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-velosipednogo-sportu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день без тютюну",2022-05-31,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-bez-tyutyunu'  >Дивитись на сайті Smeshinki</a>",0
"День архітектури України",2022-07-01,1,"<a href='https://smeshinki.net/holiday/den-arhitekturi-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день Дніпра",2022-07-02,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-dnipra'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день собак",2022-07-02,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-sobak'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день без поліетиленових пакетів",2022-07-03,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-bez-polietilenovih-paketiv'  >Дивитись на сайті Smeshinki</a>",0
"День звільнення міста Краматорська від проросійських терористів",2022-07-05,1,"<a href='https://smeshinki.net/holiday/den-zvilnennya-mista-kramatorska-vid-prorosiyskih-teroristiv'  >Дивитись на сайті Smeshinki</a>",0
"День звільнення міста Слов’янська від проросійських терористів",2022-07-05,1,"<a href='https://smeshinki.net/holiday/den-zvilnennya-mista-slov-yanska-vid-prorosiyskih-teroristiv'  >Дивитись на сайті Smeshinki</a>",0
"Переддень Івана Купала",2022-07-06,1,"<a href='https://smeshinki.net/holiday/peredden-ivana-kupala'  >Дивитись на сайті Smeshinki</a>",0
"День міста Теребовля",2022-07-07,1,"<a href='https://smeshinki.net/holiday/den-mista-terebovlya'  >Дивитись на сайті Smeshinki</a>",0
"Івана Купала",2022-07-07,1,"<a href='https://smeshinki.net/holiday/ivana-kupala'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день боротьби з алергією",2022-07-08,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-borotbi-z-alergiyeyu'  >Дивитись на сайті Smeshinki</a>",0
"День бодіарту",2022-07-08,1,"<a href='https://smeshinki.net/holiday/den-bodiartu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день шашлику",2022-07-08,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-shashliku'  >Дивитись на сайті Smeshinki</a>",0
"День родини",2022-07-08,1,"<a href='https://smeshinki.net/holiday/den-rodini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день знищення зброї",2022-07-09,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-znishchennya-zbroji'  >Дивитись на сайті Smeshinki</a>",0
"День племінниць і племінників",2022-07-10,1,"<a href='https://smeshinki.net/holiday/den-pleminnic-i-pleminnikiv'  >Дивитись на сайті Smeshinki</a>",0
"День Ніколи Тесли",2022-07-10,1,"<a href='https://smeshinki.net/holiday/den-nikoli-tesli'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день містян",2022-07-11,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-mistyan'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день народонаселення",2022-07-11,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-narodonaselennya'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день шоколаду",2022-07-11,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-shokoladu'  >Дивитись на сайті Smeshinki</a>",0
"День благодійності в соціальних медіа",2022-07-15,1,"<a href='https://smeshinki.net/holiday/den-blagodiynosti-v-socialnih-media'  >Дивитись на сайті Smeshinki</a>",0
"День українських миротворців",2022-07-15,1,"<a href='https://smeshinki.net/holiday/den-ukrajinskih-mirotvorciv'  >Дивитись на сайті Smeshinki</a>",0
"День прийняття Декларації про суверенітет України",2022-07-16,1,"<a href='https://smeshinki.net/holiday/den-priynyattya-deklaraciji-pro-suverenitet-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день міжнародного правосуддя",2022-07-17,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-mizhnarodnogo-pravosuddya'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день Нельсона Мандели",2022-07-18,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-nelsona-mandeli'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день турботи про себе",2022-07-24,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-turboti-pro-sebe'  >Дивитись на сайті Smeshinki</a>",0
"День української державності",2022-07-28,1,"<a href='https://smeshinki.net/holiday/den-ukrajinskoji-derzhavnosti'  >Дивитись на сайті Smeshinki</a>",0
"День екологічного боргу",2022-07-28,1,"<a href='https://smeshinki.net/holiday/den-ekologichnogo-borgu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день охорони природи",2022-07-28,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-ohoroni-prirodi'  >Дивитись на сайті Smeshinki</a>",0
"День хрещення Русі-України",2022-07-28,1,"<a href='https://smeshinki.net/holiday/den-hreshchennya-rusi-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День Сил спеціальних операцій ЗСУ",2022-07-29,1,"<a href='https://smeshinki.net/holiday/den-sil-specialnih-operaciy-zsu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день вишивки",2022-07-30,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-vishivki'  >Дивитись на сайті Smeshinki</a>",0
"День свекра",2022-07-30,1,"<a href='https://smeshinki.net/holiday/den-svekra'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день дружби",2022-07-30,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-druzhbi'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день «чайлдфрі»",2022-08-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-chayldfri'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті жертв Першої світової війни",2022-08-01,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-zhertv-pershoji-svitovoji-viyni'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний тиждень собак-поводирів",2022-08-01,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-tizhden-sobak-povodiriv'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день голокосту ромів",2022-08-02,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-golokostu-romiv'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті загиблих воїнів-десантників різних часів і поколінь",2022-08-02,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-zagiblih-vojiniv-desantnikiv-riznih-chasiv-i-pokolin'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день кавуна",2022-08-03,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-kavuna'  >Дивитись на сайті Smeshinki</a>",0
"День одиноких працюючих жінок",2022-08-04,1,"<a href='https://smeshinki.net/holiday/den-odinokih-pracyuyuchih-zhinok'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день пива",2022-08-05,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-piva'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день блюзу",2022-08-06,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-blyuzu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день боротьби за заборону ядерної зброї (День Хіросіми)",2022-08-06,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-borotbi-za-zaboronu-yadernoji-zbroji-den-hirosimi'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день «Лікарі світу за мир»",2022-08-06,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-likari-svitu-za-mir'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день близнюків",2022-08-06,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-bliznyukiv'  >Дивитись на сайті Smeshinki</a>",0
"День сестер",2022-08-07,1,"<a href='https://smeshinki.net/holiday/den-sester'  >Дивитись на сайті Smeshinki</a>",0
"День Повітряних Сил Збройних Сил України",2022-08-07,1,"<a href='https://smeshinki.net/holiday/den-povitryanih-sil-zbroynih-sil-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день прощення",2022-08-07,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-proshchennya'  >Дивитись на сайті Smeshinki</a>",0
"День альпініста (Міжнародний день альпінізму)",2022-08-08,1,"<a href='https://smeshinki.net/holiday/den-alpinista-mizhnarodniy-den-alpinizmu'  >Дивитись на сайті Smeshinki</a>",0
"День «Щастя є!»",2022-08-08,1,"<a href='https://smeshinki.net/holiday/den-shchastya-ye'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день кішок",2022-08-08,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-kishok'  >Дивитись на сайті Smeshinki</a>",0
"День рукостискання",2022-08-09,1,"<a href='https://smeshinki.net/holiday/den-rukostiskannya'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті трагедії Нагасакі в Японії",2022-08-09,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-tragediji-nagasaki-v-yaponiji'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день корінних народів світу",2022-08-09,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-korinnih-narodiv-svitu'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день коворкінгу",2022-08-09,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-kovorkingu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день книголюбів",2022-08-09,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-knigolyubiv'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день каліграфії",2022-08-10,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-kaligrafiji'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день лева",2022-08-10,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-leva'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день слонів",2022-08-12,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-sloniv'  >Дивитись на сайті Smeshinki</a>",0
"День середньої дитини",2022-08-12,1,"<a href='https://smeshinki.net/holiday/den-serednoji-ditini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день молоді та День молоді України",2022-08-12,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-molodi-ta-den-molodi-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день шульги",2022-08-13,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-shulgi'  >Дивитись на сайті Smeshinki</a>",0
"День народження месенджера «Telegram»",2022-08-14,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-mesendzhera-telegram'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті Віктора Цоя",2022-08-15,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-viktora-coya'  >Дивитись на сайті Smeshinki</a>",0
"День чоловічої краси (День догляду за собою для чоловіків)",2022-08-16,1,"<a href='https://smeshinki.net/holiday/den-cholovichoji-krasi-den-doglyadu-za-soboyu-dlya-cholovikiv'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день чорного кота",2022-08-17,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-chornogo-kota'  >Дивитись на сайті Smeshinki</a>",0
"День «Ніколи не здавайся»",2022-08-18,1,"<a href='https://smeshinki.net/holiday/den-nikoli-ne-zdavaysya'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день гуманітарної допомоги",2022-08-19,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-gumanitarnoji-dopomogi'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день фотографії",2022-08-19,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-fotografiji'  >Дивитись на сайті Smeshinki</a>",0
"День міста Коломия",2022-08-19,1,"<a href='https://smeshinki.net/holiday/den-mista-kolomiya'  >Дивитись на сайті Smeshinki</a>",0
"День поштової марки (День філателії)",2022-08-19,1,"<a href='https://smeshinki.net/holiday/den-poshtovoji-marki-den-filateliji'  >Дивитись на сайті Smeshinki</a>",0
"День віртуальних світів",2022-08-20,1,"<a href='https://smeshinki.net/holiday/den-virtualnih-svitiv'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день безпритульних тварин",2022-08-20,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-bezpritulnih-tvarin'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день медичного транспорту",2022-08-20,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-medichnogo-transportu'  >Дивитись на сайті Smeshinki</a>",0
"День міста Луцьк",2022-08-21,1,"<a href='https://smeshinki.net/holiday/den-mista-luck'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день пам’яті і поминання жертв тероризму",2022-08-21,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-pam-yati-i-pominannya-zhertv-terorizmu'  >Дивитись на сайті Smeshinki</a>",0
"День без косметики і макіяжу",2022-08-21,1,"<a href='https://smeshinki.net/holiday/den-bez-kosmetiki-i-makiyazhu'  >Дивитись на сайті Smeshinki</a>",0
"День «Відведіть свою кішку до ветеринара»",2022-08-22,1,"<a href='https://smeshinki.net/holiday/den-vidvedit-svoyu-kishku-do-veterinara'  >Дивитись на сайті Smeshinki</a>",0
"День міста Харків",2022-08-23,1,"<a href='https://smeshinki.net/holiday/den-mista-harkiv'  >Дивитись на сайті Smeshinki</a>",0
"День Державного Прапора України",2022-08-23,1,"<a href='https://smeshinki.net/holiday/den-derzhavnogo-prapora-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День падаючої зірки",2022-08-24,1,"<a href='https://smeshinki.net/holiday/den-padayuchoji-zirki'  >Дивитись на сайті Smeshinki</a>",0
"День Везувію",2022-08-24,1,"<a href='https://smeshinki.net/holiday/den-vezuviyu'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день проти нетерпимості, дискримінації та насильства, заснованого на музичній перевазі, способі життя і дрес-коді",2022-08-24,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-proti-neterpimosti-diskriminaciji-ta-nasilstva-zasnovanogo-na-muzichniy-perevazi-sposobi-zhittya-i-dres-kodi'  >Дивитись на сайті Smeshinki</a>",0
"День Незалежності України",2022-08-24,1,"<a href='https://smeshinki.net/holiday/den-nezalezhnosti-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День примирливого поцілунку",2022-08-25,1,"<a href='https://smeshinki.net/holiday/den-primirlivogo-pocilunku'  >Дивитись на сайті Smeshinki</a>",0
"День музичної йоги",2022-08-26,1,"<a href='https://smeshinki.net/holiday/den-muzichnoji-yogi'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день собаки",2022-08-26,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-sobaki'  >Дивитись на сайті Smeshinki</a>",0
"День любителів бананів",2022-08-27,1,"<a href='https://smeshinki.net/holiday/den-lyubiteliv-bananiv'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день гри “Камінь, ножиці, папір”",2022-08-27,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-gri-kamin-nozhici-papir'  >Дивитись на сайті Smeshinki</a>",0
"День українського сала",2022-08-27,1,"<a href='https://smeshinki.net/holiday/den-ukrajinskogo-sala'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день прощення",2022-08-27,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-proshchennya'  >Дивитись на сайті Smeshinki</a>",0
"День міста Рівне",2022-08-28,1,"<a href='https://smeshinki.net/holiday/den-mista-rivne'  >Дивитись на сайті Smeshinki</a>",0
"День міста Тернопіль",2022-08-28,1,"<a href='https://smeshinki.net/holiday/den-mista-ternopil'  >Дивитись на сайті Smeshinki</a>",0
Обжинки,2022-08-28,1,"<a href='https://smeshinki.net/holiday/obzhinki'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день публічного читання коміксів",2022-08-28,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-publichnogo-chitannya-komiksiv'  >Дивитись на сайті Smeshinki</a>",0
"Свято Жнив",2022-08-28,1,"<a href='https://smeshinki.net/holiday/svyato-zhniv'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день дій проти ядерних випробувань",2022-08-29,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-diy-proti-yadernih-viprobuvan'  >Дивитись на сайті Smeshinki</a>",0
"День міста Донецьк",2022-08-29,1,"<a href='https://smeshinki.net/holiday/den-mista-doneck'  >Дивитись на сайті Smeshinki</a>",0
"День пам’яті захисників України",2022-08-29,1,"<a href='https://smeshinki.net/holiday/den-pam-yati-zahisnikiv-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день топлес",2022-08-29,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-toples'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день вина «Каберне Совіньйон»",2022-08-30,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-vina-kaberne-sovinyon'  >Дивитись на сайті Smeshinki</a>",0
"День Мирона (Удовині помочі)",2022-08-30,1,"<a href='https://smeshinki.net/holiday/den-mirona-udovini-pomochi'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день жертв насильницьких зникнень",2022-08-30,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-zhertv-nasilnickih-zniknen'  >Дивитись на сайті Smeshinki</a>",0
"День солідарності та свободи",2022-08-31,1,"<a href='https://smeshinki.net/holiday/den-solidarnosti-ta-svobodi'  >Дивитись на сайті Smeshinki</a>",0
"День визнання франшизи",2022-08-31,1,"<a href='https://smeshinki.net/holiday/den-viznannya-franshizi'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день блогу (Всесвітній день блогера)",2022-08-31,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-blogu-vsesvitniy-den-blogera'  >Дивитись на сайті Smeshinki</a>",0
"День знань",2022-09-01,1,"<a href='https://smeshinki.net/holiday/den-znan'  >Дивитись на сайті Smeshinki</a>",0
"День закінчення Другої світової війни",2022-09-02,1,"<a href='https://smeshinki.net/holiday/den-zakinchennya-drugoji-svitovoji-viyni'  >Дивитись на сайті Smeshinki</a>",0
"День міста Одеса",2022-09-02,1,"<a href='https://smeshinki.net/holiday/den-mista-odesa'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день бороди",2022-09-03,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-borodi'  >Дивитись на сайті Smeshinki</a>",0
"День хмарочоса",2022-09-03,1,"<a href='https://smeshinki.net/holiday/den-hmarochosa'  >Дивитись на сайті Smeshinki</a>",0
"День міста Суми",2022-09-03,1,"<a href='https://smeshinki.net/holiday/den-mista-sumi'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день каберне",2022-09-03,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-kaberne'  >Дивитись на сайті Smeshinki</a>",0
"День підприємця України",2022-09-04,1,"<a href='https://smeshinki.net/holiday/den-pidpriyemcya-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день тхеквондо",2022-09-04,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-thekvondo'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день сексуального здоров’я",2022-09-04,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-seksualnogo-zdorov-ya'  >Дивитись на сайті Smeshinki</a>",0
"День запізнень",2022-09-05,1,"<a href='https://smeshinki.net/holiday/den-zapiznen'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день благодійності",2022-09-05,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-blagodiynosti'  >Дивитись на сайті Smeshinki</a>",0
"День боротьби з прокрастинацією",2022-09-06,1,"<a href='https://smeshinki.net/holiday/den-borotbi-z-prokrastinaciyeyu'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день знищення військової іграшки (відмови від військової іграшки)",2022-09-07,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-znishchennya-viyskovoji-igrashki-vidmovi-vid-viyskovoji-igrashki'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день пошуку талантів",2022-09-07,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-poshuku-talantiv'  >Дивитись на сайті Smeshinki</a>",0
"День вибачень",2022-09-08,1,"<a href='https://smeshinki.net/holiday/den-vibachen'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день грамотності",2022-09-08,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-gramotnosti'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день краси",2022-09-09,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-krasi'  >Дивитись на сайті Smeshinki</a>",0
"День міста Дніпро",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-mista-dnipro'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день надання першої медичної допомоги",2022-09-10,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-nadannya-pershoji-medichnoji-dopomogi'  >Дивитись на сайті Smeshinki</a>",0
"Тиждень освіти дорослих",2022-09-10,1,"<a href='https://smeshinki.net/holiday/tizhden-osviti-doroslih'  >Дивитись на сайті Smeshinki</a>",0
"День українського кіно",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-ukrajinskogo-kino'  >Дивитись на сайті Smeshinki</a>",0
"День міста Житомир",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-mista-zhitomir'  >Дивитись на сайті Smeshinki</a>",0
"День міста Луганськ",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-mista-lugansk'  >Дивитись на сайті Smeshinki</a>",0
"День міста Миколаїв",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-mista-mikolajiv'  >Дивитись на сайті Smeshinki</a>",0
"День обміну ідеями",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-obminu-ideyami'  >Дивитись на сайті Smeshinki</a>",0
"День фізичної культури і спорту України",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-fizichnoji-kulturi-i-sportu-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день макіяжу",2022-09-10,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-makiyazhu'  >Дивитись на сайті Smeshinki</a>",0
"День міста Ужгород",2022-09-10,1,"<a href='https://smeshinki.net/holiday/den-mista-uzhgorod'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день журавля",2022-09-11,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-zhuravlya'  >Дивитись на сайті Smeshinki</a>",0
"День працівників нафтової, газової та нафтопереробної промисловості України",2022-09-11,1,"<a href='https://smeshinki.net/holiday/den-pracivnikiv-naftovoji-gazovoji-ta-naftopererobnoji-promislovosti-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"День міста Маріуполь",2022-09-11,1,"<a href='https://smeshinki.net/holiday/den-mista-mariupol'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день боротьби з тероризмом",2022-09-11,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-borotbi-z-terorizmom'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день в’язання гачком",2022-09-12,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-v-yazannya-gachkom'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день усвідомлення",2022-09-12,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-usvidomlennya'  >Дивитись на сайті Smeshinki</a>",0
"День позитивного мислення",2022-09-13,1,"<a href='https://smeshinki.net/holiday/den-pozitivnogo-mislennya'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день шоколаду",2022-09-13,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-shokoladu'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день демократії",2022-09-15,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-demokratiji'  >Дивитись на сайті Smeshinki</a>",0
"День народження Google",2022-09-15,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-google'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день крапки",2022-09-15,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-krapki'  >Дивитись на сайті Smeshinki</a>",0
"День «Коли-небудь»",2022-09-15,1,"<a href='https://smeshinki.net/holiday/den-koli-nebud'  >Дивитись на сайті Smeshinki</a>",0
"День Бетмена",2022-09-17,1,"<a href='https://smeshinki.net/holiday/den-betmena'  >Дивитись на сайті Smeshinki</a>",0
"День міста Кропивницький",2022-09-17,1,"<a href='https://smeshinki.net/holiday/den-mista-kropivnickiy'  >Дивитись на сайті Smeshinki</a>",0
"День відповідального собаківництва",2022-09-17,1,"<a href='https://smeshinki.net/holiday/den-vidpovidalnogo-sobakivnictva'  >Дивитись на сайті Smeshinki</a>",0
"Міжнародний день «з’їж яблуко»",2022-09-17,1,"<a href='https://smeshinki.net/holiday/mizhnarodniy-den-z-jizh-yabluko'  >Дивитись на сайті Smeshinki</a>",0
"День свободи програмного забезпечення",2022-09-17,1,"<a href='https://smeshinki.net/holiday/den-svobodi-programnogo-zabezpechennya'  >Дивитись на сайті Smeshinki</a>",0
"День безпеки пацієнтів в Україні",2022-09-17,1,"<a href='https://smeshinki.net/holiday/den-bezpeki-paciyentiv-v-ukrajini'  >Дивитись на сайті Smeshinki</a>",0
"Всесвітній день моніторингу якості води",2022-09-18,1,"<a href='https://smeshinki.net/holiday/vsesvitniy-den-monitoringu-yakosti-vodi'  >Дивитись на сайті Smeshinki</a>",0
"Всенародний День Батька",2022-09-18,1,"<a href='https://smeshinki.net/holiday/vsenarodniy-den-batka'  >Дивитись на сайті Smeshinki</a>",0
"День народження смайла",2022-09-19,1,"<a href='https://smeshinki.net/holiday/den-narodzhennya-smayla'  >Дивитись на сайті Smeshinki</a>",0
